CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
MVD	149413	106973	107176	108075	155689	184003	177606	106368	105661	93810	11227
CDT1	26045	25160	25311	21347	8450	12533	11426	5318	5921	6490	6046
TRAPPC2L	50702	41875	42349	42546	71986	101883	100068	57796	50357	52706	6467
ANKRD11	507343	406712	406783	392726	721351	808956	825880	445258	452454	362784	222935
SPATA33	14803	8744	10808	9081	11237	16141	13892	7849	8251	8606	13471
SGK494	18665	14711	14310	14333	21896	46737	46287	25553	26003	20830	6237
PROCA1	4954	5190	4457	5088	3675	4830	4279	3030	2657	2780	8658
RPL13	1086849	781481	779382	796176	1981447	2467909	2481405	1399592	1437284	1453345	6172
ZNF641	37829	27562	29936	24379	50032	63569	62558	33354	33758	25025	14235
LALBA	0	0	0	0	0	0	0	24	0	0	2383
CACNB3	21555	21334	20915	19866	41046	35429	37037	20764	21789	15374	15148
DHRS13	34175	20498	22578	21260	29534	55871	56844	30794	29772	27461	5291
TP53I13	78860	61125	58322	62541	140770	165555	165000	95981	94034	99193	7106
KMT2D	446134	438138	422050	322883	550722	665404	646597	343525	345055	211631	40800
CORO6	1861	1589	2175	1820	6052	6058	7721	2824	3446	3058	8152
RHEBL1	2104	2298	1713	2937	5472	5168	6879	3139	3559	2952	5341
TUBA1A	322640	275149	281676	265194	225924	210624	220831	115709	114293	97974	4529
TUBA1C	836610	664153	646991	624446	525313	478010	486903	242727	235024	225400	85868
ZNF610	0	0	0	0	0	125	0	93	237	0	31534
ZNF528	814	535	572	580	652	479	999	776	384	191	20564
ZNF701	530	288	354	373	979	623	1056	497	351	378	31718
SERTAD3	101104	65101	58571	67099	85488	96128	98352	50907	56774	49330	3862
NCKAP5L	58288	44125	43189	42594	97757	86486	83249	46841	47321	41536	37605
RAB4B	57174	37316	38086	37866	84847	90207	95510	53902	55841	52576	18723
AQP2	701	196	96	413	48	0	0	0	0	20	8141
GPD1	4632	4037	4722	3961	1960	4752	5153	2579	1296	1920	7501
PROSER3	67676	49962	50880	50862	77459	95399	97294	48278	50784	40516	12886
CYP2S1	131930	107385	105085	110406	70815	88400	90696	49305	51747	46346	14491
AXL	110545	63939	68432	54123	231005	185771	182226	93813	99107	85341	42564
NFKBID	4019	4069	2947	3601	3868	3785	4953	2481	2106	1643	14651
TMC4	2702	1885	1440	2333	2420	1476	1774	1247	1285	1148	13143
ANKRD33	0	53	0	0	0	0	0	0	0	0	3705
LAIR1	0	0	0	0	48	0	0	0	0	48	19175
TTYH1	1983	1541	1584	1760	2073	4144	4004	2187	2874	2481	21682
LENG8	437830	353645	353316	319249	633488	920820	919134	493609	499699	403200	13151
CDC42EP5	380	171	0	328	447	84	240	143	96	212	8239
LAIR2	0	0	0	0	36	0	0	48	0	0	12809
TMEM145	7117	5419	6572	4996	2755	4211	5578	4787	3166	3092	11738
ZNF526	96398	83588	85271	75271	79915	106801	100916	53712	56790	45857	7931
TRAPPC9	100576	83574	84839	75015	81722	107422	104300	63122	61991	59444	728237
KIR3DL1	0	0	0	0	0	0	0	0	51	0	14311
NLRP7	1344	804	1213	862	1484	805	2912	1122	798	766	42804
ZNF146	508924	319374	323297	349315	542090	801404	827930	473984	463496	380234	24173
ZNF283	17254	12411	9385	11849	19507	28420	28875	15133	14988	11953	24726
PPP1R14A	44152	31507	34316	30865	32783	30089	34901	18363	16878	22008	5355
SPINT2	1484674	1053021	1049569	1068693	1295799	1641878	1625265	889371	952375	942665	48580
C19ORF33	283563	199535	204030	202295	282277	308216	310522	160127	165245	179981	849
YIF1B	187428	128100	127860	135607	268447	287481	286834	141573	142359	169872	12170
DNAAF3	9030	5369	5743	5934	8996	7776	8110	2398	4688	3796	8062
PSCA	4020	1127	2071	3757	3378	3925	3659	3146	3319	1977	12417
ATCAY	0	48	0	0	144	182	288	48	192	96	48216
LY6D	3272	0	0	660	119	96	144	0	240	96	1713
DAPK3	54540	37490	38520	38304	79745	82240	84640	50637	48907	48648	12671
EEF2	3346732	2521305	2502899	2398304	6069072	8220077	8214996	4679042	4715460	4162631	9414
TMIGD2	0	0	0	0	0	0	0	0	37	0	10200
CHAF1A	30872	32584	27494	25407	9276	14990	14080	7129	9156	8485	42357
UBXN6	89616	65185	63426	63828	140591	155150	155145	80692	86364	87572	12824
HDGFL2	55132	42176	42694	46177	52559	61998	60968	35358	36596	33985	29925
PLIN4	1538	1041	1146	801	12944	6103	3948	3341	2511	2449	16286
SEMA6B	21453	17909	16997	17058	21439	32630	30035	16674	16721	18075	17216
ZNF444	91786	61580	60986	67188	87251	134932	130381	70975	70197	73983	28295
NXN	16940	13704	15067	12400	33828	47008	48185	27781	27689	25347	180458
FAM57A	69059	48212	50597	51633	85141	118856	117029	69398	69228	56929	10561
GLOD4	158856	110422	107111	110552	199478	285298	288977	172778	170417	141498	26294
MFSD3	86438	72849	75486	66451	94204	108896	116487	61040	65539	75484	2140
GPT	5225	4281	3161	2785	5153	12717	10841	6308	5970	5308	4202
KIFC2	53805	37949	37357	37900	80705	103580	106931	55388	57996	59276	8160
SLC43A2	25059	21451	25515	22889	23106	20977	21943	11355	11741	12974	59620
RILP	8850	6886	6022	5662	21247	15340	15352	6711	7020	7972	3933
SERPINF2	11853	6679	5675	7036	7062	5689	7687	4400	4380	4752	12433
WDR81	117270	95365	101001	83642	261267	333540	329645	180071	196159	174257	22077
SRR	71556	55272	52154	57583	90197	137408	134628	81024	75045	58427	21878
TSR1	235877	183424	177875	177141	244886	371945	359105	204294	203250	162959	15005
TRPV3	1595	816	527	1145	3442	1597	2035	1026	860	382	47494
HSD11B1L	5325	3802	2796	2062	3641	6491	6998	5059	3750	4052	7920
CYB5D2	55786	43295	45107	48342	89329	150569	157822	85369	92883	82438	44143
GGT6	571	0	95	192	0	29	98	20	0	0	3892
C19ORF48	256813	191483	198530	181939	273878	311846	310330	173463	178425	174797	7226
KLK1	286	0	0	0	2	96	96	9	21	0	4640
KLK4	96	32	0	96	0	192	0	0	0	96	4387
KLK2	846	573	329	527	144	462	1151	288	432	336	19000
KLK5	192	0	0	0	0	0	0	0	0	0	9791
KLK6	96	0	0	0	96	0	0	0	96	0	11043
KLK11	904	36	0	288	8	96	0	0	0	10	5824
KLK13	0	0	0	0	0	0	96	0	0	0	8909
ZNF83	1231	1346	1423	1169	8474	463	526	326	384	68	96437
KRT80	115541	66285	65702	62410	139895	115572	108893	66308	66983	56194	23005
KRT1	278	163	302	414	215	278	199	223	270	249	5672
ACER1	0	0	0	0	0	0	0	48	0	0	27488
OTUB1	174507	145818	136604	133417	176476	211975	213344	113106	109505	114006	15959
RCOR2	1031	960	717	510	1999	2164	2419	526	910	1036	5624
ANGPTL4	66858	38168	42319	30343	88712	107753	112317	47221	48637	59683	11085
AC010323.1	51134	41753	40852	34509	44839	68387	68746	36117	33529	37207	13097
CD320	106977	76267	81179	75665	64345	114779	111586	59886	56240	67627	6230
SPRYD3	100587	73493	75819	72555	124009	144428	144526	86023	84298	70571	15105
IGFBP6	20353	15205	17478	20009	44921	55364	53358	32432	32069	32159	4910
SOAT2	0	0	96	0	39	95	0	13	0	0	21021
ZNF558	28082	20616	20117	17177	42510	59294	55385	35382	34851	25045	26159
CABP2	0	0	0	0	0	0	0	0	0	0	5606
NDUFV1	239191	167684	168695	165167	148396	241897	242100	134212	127357	134240	5684
CDK2AP2	308065	170119	176017	193203	160671	221161	218503	115919	120255	121896	2153
NUDT8	7681	5894	7175	6140	3305	5728	5106	2987	4462	4455	1993
TBX10	0	0	96	0	0	0	96	0	187	0	8258
AC011511.1	21679	14268	14841	15187	26982	38303	41018	25504	23068	23250	10583
PRDX2	3764	671	286	766	522	3352	3420	1715	1391	1856	5040
OR8J3	0	0	0	0	0	0	0	0	0	0	5481
OR5I1	0	0	0	0	0	13	0	0	0	0	945
ZNF232	11509	9736	9286	9169	16896	25605	24556	15644	17069	13102	17576
MIS12	154165	96471	95048	102408	120634	211203	207321	118271	118107	91114	4530
CD300C	140	117	96	0	0	0	48	27	0	0	5036
CD300A	48	96	0	96	96	0	287	285	96	96	18381
TEKT1	0	0	94	11	0	0	0	0	0	0	42629
HID1	242516	117256	112901	132479	108382	166635	162118	77773	79728	80366	22424
MRPL58	66007	46538	48359	44382	62506	80218	79874	45304	51146	46102	8592
ATP5H	191358	133642	130748	137155	194092	323640	335568	182481	181709	168276	8123
TMEM88	95	200	336	111	693	768	827	580	192	400	1035
EVPL	70906	65250	71076	54723	71107	87738	88492	50581	48259	53386	22951
SRP68	314340	193302	198605	210331	223752	291446	295545	170280	168432	134176	33879
MGAT5B	29054	28582	22130	22344	28840	57976	53804	33118	29797	34170	81938
TMC8	2074	1180	1426	1369	909	1334	1037	620	255	305	12199
TK1	130388	116429	109873	95495	18404	21757	23116	10612	10520	13355	13159
TMEM68	30189	21330	19350	21128	40201	55437	56275	32285	34972	23594	76984
CYP7A1	0	0	0	0	183	0	0	0	236	0	10059
GSDMA	0	0	0	0	0	48	43	0	48	46	24504
KRT24	287	0	0	96	0	60	0	0	0	0	5760
TMEM99	48194	28369	28542	30272	52850	84370	82913	48675	51239	46588	17169
GHDC	68420	52189	52818	49992	75253	127909	124100	73916	73419	73550	5734
FAM234A	158738	124842	126084	119632	192264	241702	242176	134770	139246	132573	34426
SOST	0	0	0	0	0	0	0	0	0	0	5058
PRR25	32	96	46	118	116	423	349	71	96	0	8419
ZNF598	136739	102348	102831	93556	146991	155778	158363	89875	87811	90153	12170
RAB26	34746	29637	25696	23400	52606	62627	62419	34438	34123	34594	13363
MLST8	139326	96713	104507	97308	135827	193356	195990	110030	108797	111874	5169
E4F1	54175	39076	44152	37225	50276	55703	58094	31639	33556	33242	12177
DNASE1L2	4576	3319	3668	2937	5483	8205	8030	5186	4771	3734	2896
ECI1	99449	62856	66384	73773	140093	142645	137450	79003	78658	91488	12906
CASKIN1	42256	29721	29668	27975	59525	65299	68039	35858	45109	41907	19346
ABCA3	146003	141263	136374	120150	197486	341764	334001	197440	195897	167495	64866
KCTD5	87115	55410	55307	57219	58169	70057	72946	36912	37848	35029	26556
SRRM2	1055102	890233	890549	772729	1096363	1621155	1652766	823863	841400	642731	20210
ZNF597	7846	6105	7297	6840	9860	13489	10438	8065	8486	4741	11121
NLRC3	2428	2239	1240	2295	3530	6246	8169	4355	4206	3029	38368
SDHAF2	55738	38456	41393	36411	62785	86471	85152	49460	51066	44065	17488
DDB1	572502	447943	443533	420704	455505	701949	699854	383193	396881	319701	43146
VPS37C	54346	40198	42121	38825	59312	93150	97748	49061	48859	46484	31362
VWCE	0	234	188	384	1187	1077	1297	850	576	338	37139
RAB3IL1	19428	12391	14253	14919	106881	93472	95566	53155	54361	52731	22969
BEST1	2349834	1599147	1625044	1565763	4587026	6415500	6468427	3444079	3539472	3565010	15695
FTH1	4223270	2998662	3002737	2958260	8366230	11165056	11140781	6046335	6149284	6363667	7943
BSCL2	203283	161935	159210	160621	131459	258237	269054	142076	144039	134078	19571
POLR2G	134956	94042	99969	95705	130929	208508	205905	123056	121170	99396	5167
SLC3A2	2735755	1589110	1610508	1808106	6511102	8876417	8891771	5515475	5527599	4804947	32774
HRASLS5	197	144	192	95	384	1055	672	653	608	480	29791
C11ORF84	40932	36282	32964	29646	59298	65701	63493	29088	31568	33391	14331
ATG16L2	16350	10585	12907	10028	19111	37969	37605	18886	23024	17714	29367
C2CD3	87904	71947	74104	60881	72180	112124	112780	63153	60991	47233	158497
TRANK1	20002	12093	15054	14309	58827	49996	58488	30718	31902	20052	118238
TTC21A	5315	3954	4168	3564	9263	11055	10726	5354	5757	4255	31200
RPSA	519425	337524	341568	349521	848933	1073512	1083931	609238	606701	548404	5854
ENTPD3	0	95	59	186	0	504	337	64	192	192	41464
CTNNB1	302932	253184	250063	234416	373010	457406	472780	267304	264013	199535	65260
ULK4	5682	3571	3432	3702	8238	9404	10460	5853	6086	3901	715832
FADD	87083	65815	64922	66503	86564	113945	118713	67948	70858	60183	4228
LTBP3	274037	221758	219828	214765	199207	346015	349171	187961	188482	180934	20126
NAALADL1	251	192	384	107	61	14	250	104	136	207	13732
SAC3D1	32357	25966	23583	22016	37397	39703	43030	23812	24193	22455	3928
BATF2	4514	2773	2938	3901	6960	8388	8365	3825	3890	3558	9103
SLC22A11	2490	1305	1451	950	1248	3777	2966	1646	1788	1723	17250
SF1	354832	264672	268247	253385	385582	465137	469959	241170	251457	212160	14181
MAP4K2	27546	24013	21919	20560	23706	24774	24730	13838	15178	13584	18328
MAJIN	253	450	96	20	336	804	689	682	586	479	34569
CCDC88B	13154	9937	12096	11425	15897	18856	16804	12034	9747	11627	17312
SCARA3	58509	58820	60723	52628	33556	22763	23168	15141	12130	10684	42909
PBK	85353	63429	67094	59479	13063	26560	28458	14758	12132	15918	28476
SCARA5	11887	12075	11355	12244	39303	93677	94292	51460	54108	43559	122846
PNOC	96	0	21	0	0	0	0	0	0	0	26370
COPS6	151787	119341	115567	113971	163668	196348	196533	112057	119475	104768	3247
PAFAH1B2	163158	118863	119386	110451	147978	198918	206873	126212	122871	94862	32628
ANKS3	48690	31429	34601	32460	50834	75987	74722	41461	39057	45067	37869
NUDT16L1	25189	21108	19483	21260	17210	30251	31196	15822	19635	18067	2166
KIAA1586	11255	9237	8965	8375	7853	16905	17102	10325	11849	6911	8708
RAB4A	48611	34090	32121	34488	64176	95422	93128	51935	55341	45729	34833
OR1F1	452	664	197	417	1858	1866	2621	1341	1206	982	942
OR2B2	144	0	96	0	0	0	124	96	0	0	1212
KCNJ4	0	0	0	0	0	96	96	93	91	94	28873
SETD5	279422	223463	222092	203267	309410	387869	392013	217741	212984	150817	81626
VASN	61841	51990	49155	44645	76967	163669	173946	80360	88183	93178	11681
FAM83B	144	0	383	0	816	672	838	576	285	192	95252
HIST3H3	172	96	100	0	361	192	96	96	48	94	481
THAP9	10363	7033	7185	6069	8904	13547	12727	8345	6332	6606	19286
OR2C1	0	0	0	0	96	0	0	0	0	0	1406
RNF187	343820	211160	212574	218554	660798	895847	911242	499014	508992	493144	8706
HOOK3	120052	88319	90744	86436	89530	123158	122646	72567	73917	53384	133608
MAPK1IP1L	183409	137518	142701	141320	202912	245279	250477	138473	142019	120103	18562
DDIT4	815061	644847	627767	629218	798088	1155575	1164711	612830	613021	559157	2117
RBPJ	74366	56176	56308	52679	69472	110334	109997	62637	65282	45947	271677
LMBRD1	51660	33674	35739	38343	51710	100480	95437	60186	56892	46992	121310
ZCCHC4	13645	9969	9463	9291	16083	21055	19692	10037	12207	8479	57599
PTGDR	0	0	0	0	28	0	0	20	0	0	9012
TTC39C	24150	18778	20338	18747	17088	28544	24316	15322	15510	13441	142838
GLYCTK	61023	62714	55015	52362	16883	21916	20022	10351	11542	9472	6388
GNG4	2250	1784	2676	1673	1303	768	831	650	528	908	103068
UBTD2	48201	29650	32053	34682	65488	78035	84819	47798	48283	35019	74432
POLR2J3	74514	55708	55271	52723	68388	95930	89258	52468	49088	52303	34739
NKIRAS2	117664	82198	78951	84066	132977	186329	184203	104458	103323	87331	14263
DNAJC7	216209	139039	137517	154358	200416	260492	259376	146365	146500	127301	44944
KCNV2	307	336	96	313	384	1416	590	675	270	275	12536
IRF2BP2	397901	332470	320184	317887	550548	880181	891118	499481	492507	441980	5257
PTF1A	0	24	0	0	0	0	0	0	21	0	1926
NT5DC2	51034	44320	47489	36986	54977	85300	83698	40025	45235	40648	10670
FOXI1	0	0	0	0	0	0	0	0	96	0	3829
SMIM4	13830	11218	12492	13646	14526	23054	24060	11060	11877	12522	45225
COA6	56037	41153	39803	43517	75487	108407	109510	60881	61896	59079	10594
KIF5C	1488	432	720	877	1152	771	1584	899	816	672	151510
MGAT2	192058	108667	114575	129662	123617	162834	168195	94975	92504	85307	2687
BMI1	108789	70667	70904	77725	132260	170704	170122	102608	107507	83476	10274
THAP11	59171	41582	42990	44299	69229	85204	85192	46840	44772	45408	2114
MMADHC	144231	83621	89163	101106	136835	180003	180317	97897	109210	82928	18183
PDHB	114268	80005	77596	83191	69410	115784	118495	69691	68571	60322	6228
PXK	25504	16875	16564	18250	24378	39427	37046	22518	22693	17301	93247
HIST1H1E	1513	466	849	958	96	96	339	288	418	144	754
PCMTD1	57138	39713	41352	43619	102712	120546	130536	73586	75545	57196	81612
KCTD6	19039	16409	13999	15990	14274	25594	26396	15493	14243	12372	10247
MPLKIP	31236	21999	23326	21275	48910	58720	60596	32806	35347	34827	8637
ACOX2	18693	13337	14702	13107	1771	6004	6038	2622	2413	2937	32184
FAM107A	0	0	93	0	0	0	0	0	0	31	63494
IRF2	27677	23643	21214	22227	41040	49865	53254	27744	26194	20539	86868
MOBP	44	0	30	45	188	117	82	96	96	0	62282
CX3CR1	288	0	0	0	718	464	695	519	288	594	18242
PPDPFL	0	0	0	96	0	0	0	0	0	0	21780
XIRP1	0	0	0	0	0	96	0	0	32	0	9387
INSM2	0	96	0	23	96	192	96	0	0	0	3013
DEGS2	6668	5574	6542	4133	5040	2951	3650	2106	1669	3231	16207
SCN11A	0	0	0	112	144	116	96	0	20	0	104793
ARF4	477865	241982	252282	290128	299677	421853	431542	242185	238532	205520	26858
SEPT2	652613	422172	440017	454640	582643	806158	816535	454480	454883	361071	38928
FILIP1L	676	377	610	211	2177	912	1580	848	851	390	284373
MFSD2A	32963	24643	23099	27202	15279	45102	49141	24315	26495	23216	14857
DTYMK	65244	58611	54140	54861	24753	45423	44796	20519	21605	25039	11250
TAP1	51015	39252	34151	40923	115222	133758	137701	78054	77423	68084	8770
ING5	42378	29447	36482	32765	59208	74299	80652	45399	46657	42893	42394
ATG4B	74895	51393	51792	48653	65918	77103	78532	44543	43998	42424	36645
BDKRB2	23674	21022	18515	17607	100402	240726	240239	143049	148389	112892	39488
MLKL	79029	57304	58673	62878	73351	76634	69278	42334	40356	34279	29106
RFWD3	106376	94591	91234	85068	89552	124281	128527	69705	71217	55966	45488
MTNR1A	908	423	573	292	192	768	780	325	192	192	21913
KCNG4	35	0	0	0	96	48	50	143	96	0	21084
RHOH	978	957	713	815	287	910	799	288	426	406	55915
KLHL30	480	351	469	0	576	192	126	415	384	48	14226
COG7	56843	41001	41855	39650	55909	69512	71733	38645	39329	33897	64688
CDC40	41034	27978	27822	23999	39612	58628	55064	33304	31899	24119	74135
STIP1	406015	318233	312295	308479	503225	557131	553135	324893	318443	270659	19272
SCNN1B	3066	1152	1295	1775	1825	96	384	630	365	96	103069
HR	137289	140894	139535	121984	80990	61646	60289	28783	32929	35107	18970
TXNDC2	0	0	96	0	96	192	383	0	192	96	3550
RAB31	83013	58646	57492	66130	107424	194386	205244	102197	110638	83723	154387
REEP4	104664	74520	77534	78439	60530	71024	72234	34465	39522	40248	3932
TNXB	1397	645	903	890	9381	17096	18630	10541	9964	6670	74181
LGI3	1559	909	1436	768	576	469	672	203	192	334	10260
SFTPC	1672	48	93	96	96	144	191	96	207	191	7567
BMP1	113585	96705	97017	90442	91453	144388	145857	78798	81423	67481	47591
ATXN2L	390141	297746	291510	290739	647547	656285	658688	378420	377448	312232	14203
PHYHIP	1590	897	1334	863	767	345	447	239	96	70	12638
CCDC110	144	192	0	0	0	288	296	239	0	96	26578
POLR3D	147915	95751	94281	103969	144626	227927	237335	134083	139023	105282	9497
FEN1	81565	66332	67574	61919	46792	59582	65018	33598	32082	27731	4608
CAVIN2	19017	12179	11285	12078	11808	12380	9632	7035	6353	5261	12954
MTCL1	179764	141057	140782	121763	149127	203890	203068	101651	115637	85456	127118
GBX2	1585	576	655	903	1930	1276	1354	576	432	1225	3134
HFE2	0	0	0	96	38	24	0	94	21	0	19279
SCGB1D1	0	0	0	0	0	0	0	0	0	0	3324
HEXIM2	39572	31483	30904	30379	33170	53666	50432	29746	30938	32396	9341
FNTA	106261	70275	69358	75089	150626	191381	186998	106282	112477	88028	51595
SERINC2	149698	108025	111067	104137	124989	250754	254851	129151	128642	119569	25116
MYL1	0	0	0	0	0	0	0	0	0	0	25041
TRAPPC11	61190	43584	47575	49077	57373	93464	85699	49315	54204	37969	54328
CHRM1	192	371	0	0	1057	192	192	480	116	192	13129
COL3A1	765	661	435	383	0	116	96	27	0	0	38427
GFRA2	96	96	0	96	96	767	192	384	190	0	121955
ING2	10149	5993	6871	7245	10287	13080	12357	6446	8321	6447	6103
CDKN2AIP	24768	20715	17958	18206	26382	43522	44355	25498	26759	18308	3608
SNRNP48	38097	26095	28475	27953	36358	47180	48762	25563	26413	21616	21769
TMEM223	54330	36934	39228	36331	53707	77631	76134	35870	39560	39588	20393
SLC20A2	79133	58159	63032	53797	87201	121950	119188	66692	64835	63190	125452
CRYGA	0	0	0	0	0	0	0	0	0	0	2837
DYNLRB2	48	0	62	379	547	144	480	421	0	191	10027
TMUB2	88962	59951	60852	62372	122496	185538	177648	104046	105821	88879	4762
ADAM29	0	0	0	0	0	0	0	0	0	29	148513
STAT3	285167	242576	238374	229563	427209	674080	677507	372968	382927	276992	75245
ZSWIM1	25572	19730	18359	17414	17465	31895	31673	17345	14177	14064	4040
ADAM9	771817	524222	537441	549119	1225258	1281301	1304505	747952	761454	560988	108276
ADAM18	0	0	0	0	0	0	0	0	0	0	145576
GDNF	192	0	96	0	288	1528	1223	908	795	384	27010
DPCR1	288	0	191	0	96	96	384	192	0	0	19699
WFDC13	0	0	48	0	0	0	0	48	20	41	6802
AXIN2	6095	10788	8642	10553	5614	33089	31673	16869	18130	13462	33085
NDUFS5	161040	123218	126054	123388	121744	156438	170924	103608	99370	79448	8319
VWA3B	286	0	0	96	96	0	96	0	14	0	226184
ZNF30	16528	13754	13850	10822	14564	25124	24725	14872	13929	9716	18268
UGT3A2	48	96	0	0	0	0	0	0	0	96	36342
FAM84B	67972	50833	54891	45361	55568	81568	78049	45536	41145	37561	5952
LDLRAD4	1749	1381	1973	2171	2186	4517	4978	3197	3905	3299	435258
KCTD19	1224	740	814	510	1723	2195	2740	1350	1160	935	37336
SLC16A4	201840	116105	119653	132536	390211	365415	364250	183017	196930	170452	28235
IL7R	288	96	0	0	23	96	238	45	0	0	26909
TMEM208	83104	54378	55373	56499	89329	118764	118220	60933	61095	65792	2176
LRP1B	287	96	96	96	2445	232	288	336	192	0	1900279
WFDC12	0	0	0	110	0	0	0	0	0	0	1041
AHCYL1	307827	240566	233836	216477	244717	393402	403895	215428	228548	170047	39056
DNAJC21	103827	71367	67687	78027	103030	130378	133470	78964	83902	56608	29372
PKIG	29319	24635	19330	21837	37408	38761	43109	23773	24150	24407	92463
NPNT	5940	3813	4897	4549	192	527	60	288	278	240	109253
CA7	210	53	240	0	48	161	96	0	0	48	9775
FAM178B	94	0	26	0	0	0	0	24	96	0	110711
TSPY2	0	0	0	0	0	0	0	0	0	0	2797
SEMA4C	22617	20977	19339	20287	40567	54393	50414	29689	30684	26644	11042
CNNM3	47191	43687	44171	37927	57293	81296	81854	43717	49345	39607	17667
GSTM4	13371	11760	9657	9387	7801	14782	11004	7977	8122	5884	18756
