CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
XRCC5	1730604	1268350	1265476	1626602	1492563	1389875	857987	825054	473404	981928	98840
LXN	107802	305347	48867	174980	148861	251662	147178	117148	80361	124321	26872
SP140	24683	71461	13842	37388	17554	58871	31549	36902	22361	33892	110106
MKNK1	110424	201213	111014	174908	166571	244413	192215	209402	119096	154431	59436
TNS1	756633	896418	476175	1057834	995653	835626	499442	547903	290549	352628	203207
REXO1	130546	200945	303164	281395	302045	306479	336657	339622	228755	404383	33218
SAR1A	428071	444878	376485	487841	544094	428580	304620	284075	193978	362572	23235
CDC14A	27466	40578	24880	32742	39893	106965	87985	140937	114891	73780	175253
RAPGEF3	39012	55021	35543	59573	44863	98825	93505	66371	41788	74795	36674
CEACAM1	411337	374400	696612	478622	1071464	9907859	1853437	3668451	1919309	2149424	53931
SENP1	125891	85206	82037	135198	65212	94006	54548	57095	31303	57740	63411
DUSP13	0	286	0	0	0	365	0	39	0	0	14790
CIC	335276	467110	422704	630294	465857	407433	447913	502641	312076	504427	27261
LIPE	47204	31737	13848	27961	30639	26281	24161	27180	18384	36941	25920
FDFT1	344456	739005	907092	543276	977009	806994	524204	766716	371132	850969	43737
PAFAH1B3	152236	89955	62092	133717	117561	71573	64810	50320	34137	136066	6514
OPHN1	43799	47098	26433	56562	44229	75771	48586	40199	26046	45006	391570
AFM	548327	520135	445145	491299	173794	403	748	1593	69	436	22319
KIF22	482407	245782	291479	251091	166963	262948	347014	240402	130259	374284	14667
SCGN	1045	2036	1992	2519	2337	95659	95137	53984	22160	36641	49583
CARMIL1	192083	113543	215845	242492	162331	323066	236539	254573	174589	216682	341453
PGM1	635208	555412	667477	592894	554403	1017426	596390	761956	589612	577737	66970
DDX1	552601	608772	524180	812295	597922	802584	495452	467531	278350	483850	39934
DNM2	1449775	1245154	1122100	1482008	1877824	2736526	2886404	2893408	2070216	2846541	115410
EPB41L2	755166	1248455	538665	1098885	773992	1877314	502670	735341	352775	618791	223976
RIMS1	359	138	155	204	152	2092	1865	1037	1236	485	516441
MOXD1	45630	239710	19283	83301	60619	46321	23832	24204	9619	13922	105491
STX7	266075	395394	267699	355088	374595	440832	280392	313484	203656	269414	67332
RABL2B	81537	105435	54901	138633	121802	115100	94290	96443	52838	103491	16163
KEAP1	471322	374661	437954	451835	543811	469417	387131	336522	252534	468055	17622
DDX43	1540	979	2464	2819	3103	2792	7144	3575	2080	9912	22822
PTPRH	205339	189814	258653	317835	328116	1700581	916153	1173290	970223	1114308	28259
DCT	2203	202	5943	1036	221	202	989	187	202	7736	42875
SLC35C2	420000	309158	286906	477747	391513	274620	269721	229987	167774	383577	18479
CRYBG3	118655	164272	92665	209905	105318	321786	174158	189441	87811	101715	122924
EPHA6	87	432	0	303	216	743	707	0	0	25	937880
SCTR	11527	20028	2860	8253	11679	4652	1519	5860	1715	2735	85459
RFX3	72397	36980	15960	57223	47122	42294	40256	27461	18292	23930	307708
RIF1	479764	277481	283831	332358	280315	319846	178603	161230	91234	137532	98131
RAB21	302704	288801	287241	387070	414875	402036	221779	302220	180920	226809	45412
SLC4A4	105088	105649	148742	79619	70535	1022149	1136357	1031704	569432	546726	385331
SMARCA2	705912	709924	471094	535768	544983	959335	732970	605670	418850	601003	213335
RDH8	0	392	0	201	406	173	0	2	202	0	9031
SESN1	128543	197581	98299	535383	153038	181732	152637	131511	80671	290374	108383
MID2	15158	20595	11901	34468	27515	17248	10521	12137	6747	13089	101439
PIH1D3	0	202	0	0	0	16	0	0	0	0	37612
COL5A3	59386	104388	25706	168277	90177	138464	66741	53934	75247	83344	50911
SRCAP	967176	847919	790792	1008638	926547	1014092	954232	926165	621132	1001313	43201
PUM3	419552	226361	129192	231697	285115	246563	131556	115144	50562	135569	123773
CPB2	830807	474358	1172097	467590	952538	803	193	1696	331	370	51891
CHRNA3	1188	3055	832	1991	3488	38010	26646	14734	6516	13098	28244
KCNN2	25455	13577	55301	42040	13612	2082	3162	2139	572	2108	135556
CNOT4	116763	98377	106870	125090	104719	111882	90432	83396	53530	74671	148333
PSEN1	369604	350784	409990	538221	607820	985073	677520	700866	443083	649535	87274
CPOX	345148	280828	202315	425158	285776	239466	213681	203555	117164	156476	72592
CLDND1	240618	282009	184158	337271	312690	272115	245067	231150	125235	162807	25155
MOK	40136	24051	20165	64655	24907	24493	22517	19079	10564	19414	80701
HSP90AA1	8843642	5425017	6200897	8523561	12709066	7196271	3058841	3824805	1853389	3778691	58962
RBL1	176828	103319	82589	89893	49784	60917	30318	34216	18342	35641	99647
DLGAP4	481596	466469	316388	604689	664237	269623	241842	213096	152762	409693	222302
IGSF9B	44968	6776	5477	14111	22494	8894	7685	6178	1833	1357	48422
CFHR2	853298	519518	1007973	786542	364072	805	435	2413	824	402	15455
NDC80	48615	35354	26216	52637	17818	22980	16337	22026	6721	25176	45125
AP4E1	61426	52881	58909	79231	61695	107928	54170	62430	37428	47614	97229
RSBN1	149770	122875	77634	99898	165814	203179	167724	142538	115599	100196	50645
MAGI3	169775	117920	139365	97353	120022	355676	232945	230335	153546	125965	295175
CXCL2	214107	137047	111984	341778	343280	79144	18531	11880	5850	29037	2259
AFP	8957	3631	8899	12913	4239	403	202	0	0	0	25037
COL4A4	20661	79304	21976	25813	18134	46674	18091	24775	11371	37793	161403
TCF7	167806	235865	174146	241413	221942	58801	48666	57860	43224	145421	37155
OSTM1	112039	183116	86449	173077	160377	188513	97403	148992	82559	125978	124446
CDH7	52	0	1902	0	42	202	1016	14	100	1094	140090
IMPG2	1793	1548	446	1692	1502	1716	402	286	0	404	98015
PCNP	636214	513274	476193	781060	602016	513138	386326	391373	231531	314110	20343
EXD2	87298	102103	84701	146717	116732	147030	132461	123270	72815	99861	52510
ARG2	116004	83602	94320	98149	154536	168396	93759	105208	109750	89561	31923
MEF2C	92359	191360	80553	172174	98679	216624	131743	216211	107138	70180	187141
PTPRC	336643	908378	303085	563250	448417	565261	245609	346329	168043	221112	118613
CACNA1S	0	0	25	1199	202	657	706	587	31	366	73055
PKP1	26712	67995	11364	13774	49671	5169	5099	2702	2216	148564	49542
UBA5	315756	229502	213239	361526	238906	235359	169060	157495	95866	149067	23652
STK17B	123159	325512	115481	180909	229643	398995	188077	427756	219025	224605	42938
CDC14B	286701	154811	246747	134392	143842	189307	128881	131013	107042	109162	129590
ZNF510	45589	46648	43303	50133	57353	69548	43161	36206	23401	28892	22265
LRP2	403	835	202	1510	663	202	0	0	202	32	235577
ZNF506	68389	68983	74921	67365	92795	89429	65750	67272	35239	56106	35913
JMJD4	120173	126748	132594	220393	137574	116316	97613	91983	60804	116833	4987
DUSP12	85135	65113	55194	93027	83101	79270	42721	44596	30609	59614	7481
AACS	184735	134253	189178	217608	154234	279048	253367	214967	128572	243757	77955
KIAA0141	310668	291592	311183	326941	368940	410677	421026	307111	210257	303160	18240
SLC13A1	0	0	404	101	0	1031	803	522	1515	725	86456
CADPS2	44205	149248	22921	71155	82516	127263	95634	73001	43003	41927	568335
PCDHB4	5522	8245	5425	8239	6015	21412	10748	4938	5523	5609	3825
PCDHA6	4237	25485	30888	7109	11014	13801	8357	13408	6532	3493	184387
PCDHGA2	159465	211003	154021	258107	176847	271988	142775	138537	74347	187904	174220
HSPB11	64838	82545	44461	70906	38440	71975	41515	47276	28951	47535	29356
PHLPP1	123145	102319	204914	136592	120837	151102	149313	120023	82092	96895	264984
ATP8B1	438818	354516	516816	635307	599661	3489403	2234662	1912803	1235999	1142715	156676
IL12RB2	6326	9586	3100	6445	2197	13206	4940	5314	2774	3481	89537
SMARCD3	43268	58878	27942	56261	35769	56664	64654	48515	30647	43386	39133
WDR70	148740	128592	117065	124255	146229	159197	127606	104780	68303	96328	374224
FYB1	113607	368753	110292	237916	125018	197630	103942	142924	76132	62254	169293
MPP4	402	404	302	462	397	508	152	0	26	103	53825
STRADB	130124	99121	108672	97195	76857	145916	128994	118779	90247	111682	92989
BZW1	703206	606617	703808	950650	903328	790109	381083	401758	280915	403194	16745
PGR	5020	9060	2220	7668	7267	19934	9135	15111	5705	3993	100901
C1QTNF3	18413	13989	12716	9514	11761	164961	54975	33078	17237	22457	24385
ME2	192755	349494	169635	336070	190189	757418	348034	528704	297911	259119	75524
C5ORF22	130189	91940	90919	97884	150109	195011	79018	116464	52096	72660	22793
CCNT2	240938	175444	218364	229405	208821	277091	208753	172001	106382	130170	41108
FAM135A	111555	175687	80581	172605	142229	352420	195491	186143	110129	129124	148234
COL19A1	624	1876	505	970	137	7642	3003	11607	5069	1559	343406
EPB41L3	59984	179798	66889	172570	120922	762900	293331	505308	361293	218576	238320
COBLL1	457942	272661	522557	249296	216481	155159	98229	100173	43467	88735	190056
DLG3	300984	442466	345626	499550	437159	825174	550064	621514	390024	599822	60630
KCNK2	200	229	39	436	25	8321	4836	2763	863	3105	231319
SERTAD4	3145	6434	1078	6955	1070	39609	29885	23640	23208	11452	13833
TRAF5	122045	175725	197590	397651	252748	128940	101631	71283	44188	142357	48332
MRPL22	97778	100124	104588	120034	138294	114650	93139	86965	65608	116808	28342
GEMIN5	180285	118088	94327	152438	148194	117653	77344	47624	25488	64901	50794
OPRK1	201	202	38	238	133	274	226	40	0	27	25982
NFE2L1	1926566	1756395	2149023	2812114	2109141	3117880	2300838	2663047	1761738	2320644	13159
SEMA5B	11826	12012	5755	28165	14613	15718	9816	13351	5555	11602	119413
GSK3B	378757	289274	343685	497620	385724	356123	238215	274797	145660	284894	273095
ITGB5	699438	993112	555542	1222781	1044366	927079	601716	590245	425486	864420	139471
ERC1	226970	283934	215783	390432	191745	347502	210063	238624	95437	163567	505425
XPO1	965063	759477	682014	1022190	685600	698695	414579	424075	212113	386238	60778
RNF13	301381	306351	296739	410252	428345	318679	210575	240620	155550	219816	149432
TRPM3	985	3404	1916	1755	1363	1464	3098	970	1684	696	917842
PALB2	126408	100624	88937	82105	88897	80886	55279	40104	32153	56507	38151
DOPEY1	206179	168370	120560	218807	218139	241384	157385	143460	89979	139006	103685
LYRM2	209896	128976	110829	232443	192454	249429	194014	164360	107775	152944	70610
BCKDHB	175435	175142	193137	167256	192500	218735	135323	152018	140049	139743	239624
KAT6A	490223	384544	342329	576958	499094	458478	279632	309672	170433	214759	122512
ZCCHC6	317190	263829	469776	262033	325124	362162	214098	207570	129346	164680	66722
ULK2	54471	67916	46748	114581	54199	70285	55521	62499	30412	39616	97108
GRHL2	280264	142919	210111	278889	155605	275032	235336	178683	128184	206330	177295
TNPO1	616093	563850	611829	663360	628273	636319	445031	406364	228183	303216	100422
PLOD1	600087	982049	491543	1010930	741579	430249	317041	373627	232478	511954	41334
P2RX5	44105	28872	14377	37598	13416	25949	10669	19963	13835	32996	24206
ITGAE	64128	73650	46550	87240	58726	135303	85759	117243	64346	98054	86616
DIS3	414237	303402	322290	338445	499714	292197	185628	165623	95619	198893	29928
PIBF1	105868	87115	73019	93881	91892	83351	76955	47001	27614	60082	234403
TDRD3	69062	73319	62722	89477	85812	108360	89241	81733	47908	106707	177422
NUFIP1	95255	69815	49237	72440	70284	39076	28378	19347	13943	47761	50235
PDS5B	251098	208423	163847	196647	175813	216623	130870	136496	67059	122959	191593
OXCT1	67058	109253	17415	39954	79488	135683	117098	96510	41505	46685	140455
RRAGB	66744	60929	40829	64543	64620	61601	49900	41254	22864	68812	41036
EPYC	0	202	0	101	358	0	61	0	0	233	41348
CYLD	238808	319593	181625	242602	210852	352059	250116	241793	132103	198538	59886
SLC27A5	1235772	556273	1993511	998503	963387	26948	41899	35719	23169	45840	32902
ZNF324	82072	53291	63937	75655	73031	76295	84031	73618	46707	58906	8392
ZNF671	12867	38459	11651	23282	19842	26167	18033	18991	8637	15593	7874
ZNF416	18766	18798	21968	21710	34394	25975	17846	13223	10530	12678	7362
ZNF586	38052	44296	23132	45604	52056	65264	60458	41407	24455	18604	50285
ZNF446	80739	48609	57536	81726	66747	63593	87742	71992	46544	70491	7214
ZNF264	76878	82024	74979	54702	118446	121922	76528	83780	53540	66257	31347
RPS5	1943994	1628648	2335456	2514238	3793866	1855888	1955884	1969872	1021605	1461480	8407
FAT1	1425792	2427804	937320	2996735	1908915	2340846	1363853	1422084	1187904	1384855	138940
YTHDC1	497435	489274	380446	551529	556703	598077	527012	459445	270788	365044	39703
CHMP2B	352772	248015	295377	579974	345319	537132	305761	337848	209762	299730	28278
SMAP2	254165	393716	240121	312081	378359	297957	191845	206685	135595	171458	78477
PPIE	187115	198360	125660	191943	213221	221815	189864	145323	101382	174876	71733
ZMPSTE24	290260	326435	189399	330627	352995	463853	283605	280560	169630	229814	36078
STARD7	980432	840053	861309	1123086	838400	1113672	721488	807021	513470	773695	23967
NOA1	106952	135682	125450	237682	276623	184799	179722	155205	125513	117936	15454
REST	195395	169197	138041	228007	243087	212465	128542	154096	76667	99663	58803
HAL	273828	61309	207520	213135	258202	5403	4191	4819	1422	1721	23704
SSH1	284213	442317	258465	438701	360775	297857	249267	250322	151162	180241	79399
GSTP1	1472590	1098612	964294	1772643	1380712	698109	734252	725787	423352	1705618	3066
APLP2	3354667	3586191	2988044	3696971	5387371	6585251	3403356	4597293	3439849	3028634	74975
FAM234B	11898	16760	12060	27924	18157	21011	12914	12537	6917	13217	98238
SLCO1A2	17434	2196	13391	9246	637	0	101	323	0	492	154995
WBP11	471241	382811	488573	588551	501420	395054	349564	347107	205609	308960	18962
EIF3I	1000912	983961	603017	1075439	1191857	993261	639390	581254	320147	619233	9677
NKAIN1	404	197	602	1731	202	2234	341	200	404	1196	59810
COL16A1	152395	505265	82988	419870	224463	286010	228576	178582	106930	165701	52073
TXLNA	407775	567783	251912	531881	595228	529770	344966	316262	207258	301660	18600
APOB	8974832	6111380	7815579	8211072	7498534	9088	6452	24714	5481	8217	42645
NCOA1	199922	272426	254625	264594	228901	388522	343446	279070	147847	248054	278789
AGBL5	126205	172072	145936	229470	176649	187647	185041	153980	109864	201688	28259
EFR3B	9007	12059	21170	19333	6738	24714	7561	10877	4188	8907	117008
KIF3C	37695	84083	29179	177395	84306	43054	39411	30715	21282	53610	56154
RAB10	568269	817733	880398	1094364	1031858	1130489	780874	769875	465477	717764	103348
GCKR	251322	225681	169160	189579	264625	1091	839	992	303	998	26843
HADHA	1290888	1437822	1338956	1358986	1431414	2164595	1445232	1574813	1039076	1209289	54092
MAPRE3	49777	110816	137740	111571	218558	165854	97899	122283	81260	147961	56585
CAD	481600	443963	345537	642783	405595	287809	235596	179966	93781	254196	26554
CD59	1150256	1242426	884290	1389702	1466040	1551524	664078	964101	781696	1037966	38185
CD82	357410	390783	328105	458540	604516	232565	223251	173506	136883	386516	55937
BCORL1	104959	89620	72597	159808	119013	69614	120911	79126	62634	115342	76977
ATRX	523098	425162	276087	563286	345135	428954	270399	268926	125968	218170	281392
AK6	171630	163408	151596	185471	199926	210526	139557	127145	71572	109140	19030
FCN1	43976	148262	30678	98848	38462	96575	11675	9864	7930	5944	12074
MYNN	126275	106264	88225	117791	112906	119448	74321	74606	44695	70640	16886
MECOM	269984	236237	206197	415565	436340	537502	421554	300596	189286	310872	580120
SCAMP1	187636	163562	177321	200846	236683	240373	176347	143046	108669	123789	118489
PREP	471943	359108	288981	477536	942954	577347	420623	384374	222468	385451	125520
HACE1	39438	50229	20538	51929	33623	52679	34310	27170	21997	30004	131827
SEH1L	163456	141568	141111	200709	204771	195897	114485	113949	64803	104214	40404
WDR47	46177	75204	32701	70149	87754	86439	44571	51262	28673	38892	71900
WDFY1	447652	569084	465678	361699	512966	527574	316726	349835	203859	323703	89672
OVGP1	33308	26904	23571	17416	33667	9290	15031	6731	6044	15288	13464
SLC25A24	280006	239326	184668	357229	304977	671057	336032	498604	283062	176648	66814
MAP3K4	224998	188862	169555	223837	153541	227349	175950	130795	87460	121502	125659
PILRA	36766	86062	33923	77656	89827	38062	23589	25719	16328	23380	32570
IGSF9	160202	123286	177086	257137	118159	273588	400530	463852	346256	586207	18566
ABCB1	642874	224431	310281	114069	91178	932245	463965	718934	338906	910594	209691
ZNF213	60984	73967	65305	111503	81563	121715	99407	110862	89453	159232	13029
AKR1B1	258858	222876	87303	162291	198552	174082	103553	168241	73020	94867	16935
CPNE3	611143	444502	361584	775565	465437	676291	359694	362999	228256	320362	47072
RRN3	394848	244068	261229	251617	404349	276794	177368	197156	124051	195539	34296
CTTN	1156964	1225608	982972	1192544	1054897	1805674	1274438	1180207	811409	1333394	38181
WNT11	33400	102875	6762	102586	63018	34588	30086	20883	9147	36995	24412
MTIF2	353348	243708	254251	304572	245964	347293	271703	200806	135322	202995	32753
DDHD2	255425	197841	145207	202594	145367	213542	182147	175887	91323	80163	50341
TTC39A	179230	263736	129493	98630	175930	280109	375711	170059	89803	243664	57859
EPS15	266699	316823	226639	283312	321188	366401	225564	245745	132852	148284	165066
ORC1	70386	48715	36698	53518	9801	28266	14394	16226	5354	18812	31631
MGST2	256161	279998	244095	296020	356156	364518	273545	199912	162661	223653	74978
CHERP	478263	316307	435246	638537	500762	337292	351609	356266	260128	499834	24642
ATG16L1	216939	255362	247157	221488	350060	263514	188406	173512	125079	222905	85624
USP40	239454	216666	202042	250126	250868	187912	159019	116698	99424	177490	91263
POMGNT1	296793	360622	206858	363414	439347	313574	259915	219142	131160	186126	31624
RAD54L	68922	62778	19830	62170	23625	15586	14245	16822	5123	25476	30786
MAST2	242301	417230	239539	515995	433870	974034	620637	1078817	865964	888009	249138
DNAJA1	2430674	1285019	697903	1306677	1930558	1419244	504406	667619	394026	869660	14697
B4GALT1	873857	696915	412827	954920	1108590	1126256	456581	703742	456919	609785	63275
CHMP5	540649	354184	215101	330710	435152	616990	372089	518263	371576	477121	17191
NFX1	577512	290919	231610	265996	402820	343590	282889	242351	141683	193109	80647
AQP6	2667	1500	4652	3918	413	263	865	396	202	606	9946
DIMT1	129790	116103	99786	155927	164089	122630	69991	65913	35305	80486	16686
IPO11	104751	118833	101786	128744	115483	118434	70925	63738	32147	67098	224611
